pdf_key;name;current_lat;current_lon;google_search_url;google_maps_url_or_coords;notes
PDF_071;Gelora Bung Karno City Forest;-6.2223;106.806846;https://www.google.com/maps/search/?api=1&query=Gelora%20Bung%20Karno%20City%20Forest%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_072;Senayan Park;-6.212562;106.803636;https://www.google.com/maps/search/?api=1&query=Senayan%20Park%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_073;Senayan City;-6.22734;106.797246;https://www.google.com/maps/search/?api=1&query=Senayan%20City%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_074;JCC Senayan;-6.214444;106.8075;https://www.google.com/maps/search/?api=1&query=JCC%20Senayan%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_075;Manggala Wanabakti National Forestry Museum;-6.207202;106.798797;https://www.google.com/maps/search/?api=1&query=Manggala%20Wanabakti%20National%20Forestry%20Museum%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_076;Onrust-Cipir-Kelor Islands;-6.033333;106.734722;https://www.google.com/maps/search/?api=1&query=Onrust-Cipir-Kelor%20Islands%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_077;Harapan Island;-5.653107;106.578194;https://www.google.com/maps/search/?api=1&query=Harapan%20Island%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_078;Pramuka Island;-5.745886;106.614065;https://www.google.com/maps/search/?api=1&query=Pramuka%20Island%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_079;Tidung Island;-5.82111;106.55222;https://www.google.com/maps/search/?api=1&query=Tidung%20Island%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_080;Untung Jawa Island;-5.977488;106.706941;https://www.google.com/maps/search/?api=1&query=Untung%20Jawa%20Island%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_081;"""Pelangi, Sepa and Putri Islands""";-5.59283;106.566653;https://www.google.com/maps/search/?api=1&query=%22Pelangi%2C%20Sepa%20and%20Putri%20Islands%22%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_082;Bidadari Island;-6.035949;106.746796;https://www.google.com/maps/search/?api=1&query=Bidadari%20Island%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_083;Macan Island;-5.598869;106.547121;https://www.google.com/maps/search/?api=1&query=Macan%20Island%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_084;Sunda Kelapa Harbor;-6.127439;106.809034;https://www.google.com/maps/search/?api=1&query=Sunda%20Kelapa%20Harbor%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_085;Maritime Museum;-6.127039;106.8083;https://www.google.com/maps/search/?api=1&query=Maritime%20Museum%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_086;Jakarta History Museum;-6.1352;106.813301;https://www.google.com/maps/search/?api=1&query=Jakarta%20History%20Museum%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_087;Kali Besar Area;-6.135342;106.812409;https://www.google.com/maps/search/?api=1&query=Kali%20Besar%20Area%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_088;Fine Arts and Ceramics Museum;-6.134261;106.814477;https://www.google.com/maps/search/?api=1&query=Fine%20Arts%20and%20Ceramics%20Museum%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_089;Wayang Museum;-6.134815;106.812509;https://www.google.com/maps/search/?api=1&query=Wayang%20Museum%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_090;GPIB Sion Jakarta Church;-6.163611;106.819722;https://www.google.com/maps/search/?api=1&query=GPIB%20Sion%20Jakarta%20Church%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_091;Kota Intan Drawbridge;-6.131246;106.810559;https://www.google.com/maps/search/?api=1&query=Kota%20Intan%20Drawbridge%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_092;Jakarta Kota Station;-6.137579;106.814634;https://www.google.com/maps/search/?api=1&query=Jakarta%20Kota%20Station%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_093;Bank Indonesia Museum;-6.134722;106.811111;https://www.google.com/maps/search/?api=1&query=Bank%20Indonesia%20Museum%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
PDF_094;Pantjoran Tea House;-6.142281;106.814587;https://www.google.com/maps/search/?api=1&query=Pantjoran%20Tea%20House%2C%20DKI%20Jakarta%2C%20Indonesia;;Paste link share Google Maps atau lat,lon setelah verifikasi
